,nodeA,nodeB,weight
5197,Obama ,Oliver,1
5198,Barack Hussein Obama,Julie Gichuru,2
5199,Jahiel Oliver,Julie Gichuru,1
5200,Julie Gichuru,Oliver,1
5201,Barack Hussein Obama,Barack Hussein Obama,1
5202,Barack Hussein Obama,Jahiel Oliver,2
5203,Barack Hussein Obama,Oliver,2
5204,Jahiel Oliver,Oliver,1
5205,Loretta Lynch,Martin Luther King,1
5206,Gray,Loretta Lynch,3
5207,Loretta Lynch,Lynch,1
5208,Gray,Martin Luther King,3
5209,Lynch,Martin Luther King,1
5210,Gray,Gray,3
5211,Gray,Lynch,3
5212,Bill Clinton,Jan Brewer,1
5213,Bill Clinton,Mike Pence,1
5214,Bill Clinton,Bill Hammond,1
5215,Abraham Lincoln,Bill Clinton,1
5216,Jan Brewer,Mike Pence,1
5217,Bill Hammond,Jan Brewer,1
5218,Abraham Lincoln,Jan Brewer,1
5219,Bill Hammond,Mike Pence,1
5220,Abraham Lincoln,Mike Pence,1
5221,Abraham Lincoln,Bill Hammond,1
5222,Donald Trump,Summer Zervos,1
5223,Donald Trump,Gloria Allred,1
5224,Donald Trump,Kristin Anderson,1
5225,Donald Trump,Jessica Leeds,1
5226,Donald Trump,Leeds,1
5227,Donald Trump,Zervos,1
5228,Gloria Allred,Summer Zervos,1
5229,Summer Zervos,Trump,11
5230,Kristin Anderson,Summer Zervos,1
5231,Jessica Leeds,Summer Zervos,1
5232,Leeds,Summer Zervos,1
5233,Summer Zervos,Zervos,1
5234,Gloria Allred,Trump,11
5235,Gloria Allred,Kristin Anderson,1
5236,Gloria Allred,Jessica Leeds,1
5237,Gloria Allred,Leeds,1
5238,Gloria Allred,Zervos,1
5239,Kristin Anderson,Trump,11
5240,Jessica Leeds,Trump,11
5241,Leeds,Trump,11
5242,Trump,Zervos,11
5243,Jessica Leeds,Kristin Anderson,1
5244,Kristin Anderson,Leeds,1
5245,Kristin Anderson,Zervos,1
5246,Jessica Leeds,Leeds,1
5247,Jessica Leeds,Zervos,1
5248,Leeds,Zervos,1
5249,Clinton,Hillary Clinton's,22
5250,Brian Fallon,Hillary Clinton's,1
5251,Donald Trump,Hillary Clinton's,4
5252,Hillary Clinton's,James Comey,1
5253,Comey,Hillary Clinton's,2
5254,Christina Reynolds,Hillary Clinton's,1
5255,Hillary Clinton's,anti-Trump,1
5256,Hillary Clinton's,Justin Barasky,1
5257,Hillary Clinton,Hillary Clinton's,1
5258,Al Franken,Hillary Clinton's,1
5259,Hillary Clinton's,Tim Ryan,1
5260,Hillary Clinton's,Xavier Becerra,1
5261,Debbie Wasserman Schultz,Hillary Clinton's,1
5262,Hillary Clinton's,Marcia Fudge,1
5263,Hillary Clinton's,Joyce Beatty,1
5264,Hillary Clinton's,Ted Strickland,1
5265,Hillary Clinton's,Ruben Gallego,1
5266,Hillary Clinton's,Joe Crowley,1
5267,Bennie Thompson,Hillary Clinton's,1
5268,Brian Fallon,Clinton,22
5269,Clinton,James Comey,23
5270,Clinton,Comey,45
5271,Christina Reynolds,Clinton,22
5272,Clinton,anti-Trump,22
5273,Clinton,Justin Barasky,22
5274,Al Franken,Clinton,22
5275,Clinton,Tim Ryan,22
5276,Clinton,Xavier Becerra,22
5277,Clinton,Debbie Wasserman Schultz,29
5278,Clinton,Marcia Fudge,22
5279,Clinton,Joyce Beatty,22
5280,Clinton,Ted Strickland,22
5281,Clinton,Ruben Gallego,22
5282,Clinton,Joe Crowley,22
5283,Bennie Thompson,Clinton,22
5284,Brian Fallon,Donald Trump,4
5285,Brian Fallon,James Comey,1
5286,Brian Fallon,Comey,2
5287,Brian Fallon,Christina Reynolds,1
5288,Brian Fallon,anti-Trump,1
5289,Brian Fallon,Justin Barasky,1
5290,Brian Fallon,Hillary Clinton,1
5291,Al Franken,Brian Fallon,1
5292,Brian Fallon,Tim Ryan,1
5293,Brian Fallon,Xavier Becerra,1
5294,Brian Fallon,Debbie Wasserman Schultz,1
5295,Brian Fallon,Marcia Fudge,1
5296,Brian Fallon,Joyce Beatty,1
5297,Brian Fallon,Ted Strickland,1
5298,Brian Fallon,Ruben Gallego,1
5299,Brian Fallon,Joe Crowley,1
5300,Bennie Thompson,Brian Fallon,1
5301,Donald Trump,James Comey,4
5302,Comey,Donald Trump,8
5303,Christina Reynolds,Donald Trump,4
5304,Donald Trump,anti-Trump,6
5305,Donald Trump,Justin Barasky,4
5306,Al Franken,Donald Trump,4
5307,Donald Trump,Tim Ryan,4
5308,Donald Trump,Xavier Becerra,4
5309,Debbie Wasserman Schultz,Donald Trump,5
5310,Donald Trump,Marcia Fudge,4
5311,Donald Trump,Joyce Beatty,4
5312,Donald Trump,Ted Strickland,4
5313,Donald Trump,Ruben Gallego,4
5314,Donald Trump,Joe Crowley,4
5315,Bennie Thompson,Donald Trump,4
5316,Comey,James Comey,3
5317,Christina Reynolds,James Comey,1
5318,James Comey,anti-Trump,1
5319,James Comey,Justin Barasky,1
5320,Hillary Clinton,James Comey,2
5321,Al Franken,James Comey,1
5322,James Comey,Tim Ryan,1
5323,James Comey,Xavier Becerra,1
5324,Debbie Wasserman Schultz,James Comey,1
5325,James Comey,Marcia Fudge,1
5326,James Comey,Joyce Beatty,1
5327,James Comey,Ted Strickland,1
5328,James Comey,Ruben Gallego,1
5329,James Comey,Joe Crowley,1
5330,Bennie Thompson,James Comey,1
5331,Comey,Comey,1
5332,Christina Reynolds,Comey,2
5333,Comey,anti-Trump,2
5334,Comey,Justin Barasky,2
5335,Comey,Hillary Clinton,3
5336,Al Franken,Comey,2
5337,Comey,Tim Ryan,2
5338,Comey,Xavier Becerra,2
5339,Comey,Debbie Wasserman Schultz,2
5340,Comey,Marcia Fudge,2
5341,Comey,Joyce Beatty,2
5342,Comey,Ted Strickland,2
5343,Comey,Ruben Gallego,2
5344,Comey,Joe Crowley,2
5345,Bennie Thompson,Comey,2
5346,Christina Reynolds,anti-Trump,1
5347,Christina Reynolds,Justin Barasky,1
5348,Christina Reynolds,Hillary Clinton,1
5349,Al Franken,Christina Reynolds,1
5350,Christina Reynolds,Tim Ryan,1
5351,Christina Reynolds,Xavier Becerra,1
5352,Christina Reynolds,Debbie Wasserman Schultz,1
5353,Christina Reynolds,Marcia Fudge,1
5354,Christina Reynolds,Joyce Beatty,1
5355,Christina Reynolds,Ted Strickland,1
5356,Christina Reynolds,Ruben Gallego,1
5357,Christina Reynolds,Joe Crowley,1
5358,Bennie Thompson,Christina Reynolds,1
5359,Justin Barasky,anti-Trump,1
5360,Hillary Clinton,anti-Trump,1
5361,Al Franken,anti-Trump,1
5362,Tim Ryan,anti-Trump,1
5363,Xavier Becerra,anti-Trump,1
5364,Debbie Wasserman Schultz,anti-Trump,1
5365,Marcia Fudge,anti-Trump,1
5366,Joyce Beatty,anti-Trump,1
5367,Ted Strickland,anti-Trump,1
5368,Ruben Gallego,anti-Trump,1
5369,Joe Crowley,anti-Trump,1
5370,Bennie Thompson,anti-Trump,1
5371,Hillary Clinton,Justin Barasky,1
5372,Al Franken,Justin Barasky,1
5373,Justin Barasky,Tim Ryan,1
5374,Justin Barasky,Xavier Becerra,1
5375,Debbie Wasserman Schultz,Justin Barasky,1
5376,Justin Barasky,Marcia Fudge,1
5377,Joyce Beatty,Justin Barasky,1
5378,Justin Barasky,Ted Strickland,1
5379,Justin Barasky,Ruben Gallego,1
5380,Joe Crowley,Justin Barasky,1
5381,Bennie Thompson,Justin Barasky,1
5382,Al Franken,Hillary Clinton,1
5383,Hillary Clinton,Tim Ryan,1
5384,Hillary Clinton,Xavier Becerra,1
5385,Debbie Wasserman Schultz,Hillary Clinton,3
5386,Hillary Clinton,Marcia Fudge,1
5387,Hillary Clinton,Joyce Beatty,1
5388,Hillary Clinton,Ted Strickland,1
5389,Hillary Clinton,Ruben Gallego,1
5390,Hillary Clinton,Joe Crowley,1
5391,Bennie Thompson,Hillary Clinton,1
5392,Al Franken,Tim Ryan,1
5393,Al Franken,Xavier Becerra,1
5394,Al Franken,Debbie Wasserman Schultz,1
5395,Al Franken,Marcia Fudge,1
5396,Al Franken,Joyce Beatty,1
5397,Al Franken,Ted Strickland,1
5398,Al Franken,Ruben Gallego,1
5399,Al Franken,Joe Crowley,1
5400,Al Franken,Bennie Thompson,1
5401,Tim Ryan,Xavier Becerra,1
5402,Debbie Wasserman Schultz,Tim Ryan,1
5403,Marcia Fudge,Tim Ryan,1
5404,Joyce Beatty,Tim Ryan,1
5405,Ted Strickland,Tim Ryan,1
5406,Ruben Gallego,Tim Ryan,1
5407,Joe Crowley,Tim Ryan,1
5408,Bennie Thompson,Tim Ryan,1
5409,Debbie Wasserman Schultz,Xavier Becerra,1
5410,Marcia Fudge,Xavier Becerra,1
5411,Joyce Beatty,Xavier Becerra,1
5412,Ted Strickland,Xavier Becerra,1
5413,Ruben Gallego,Xavier Becerra,1
5414,Joe Crowley,Xavier Becerra,1
5415,Bennie Thompson,Xavier Becerra,1
5416,Debbie Wasserman Schultz,Marcia Fudge,1
5417,Debbie Wasserman Schultz,Joyce Beatty,1
5418,Debbie Wasserman Schultz,Ted Strickland,1
5419,Debbie Wasserman Schultz,Ruben Gallego,1
5420,Debbie Wasserman Schultz,Joe Crowley,1
5421,Bennie Thompson,Debbie Wasserman Schultz,1
5422,Joyce Beatty,Marcia Fudge,1
5423,Marcia Fudge,Ted Strickland,1
5424,Marcia Fudge,Ruben Gallego,1
5425,Joe Crowley,Marcia Fudge,1
5426,Bennie Thompson,Marcia Fudge,1
5427,Joyce Beatty,Ted Strickland,1
5428,Joyce Beatty,Ruben Gallego,1
5429,Joe Crowley,Joyce Beatty,1
5430,Bennie Thompson,Joyce Beatty,1
5431,Ruben Gallego,Ted Strickland,1
5432,Joe Crowley,Ted Strickland,1
5433,Bennie Thompson,Ted Strickland,1
5434,Joe Crowley,Ruben Gallego,1
5435,Bennie Thompson,Ruben Gallego,1
5436,Bennie Thompson,Joe Crowley,1
5437,Obama,Xi Jinping,9
5438,Narendra Modi,Obama,9
5439,John Barrasso,Obama,9
5440,Barrasso,Obama,9
5441,Jim Inhofe,Obama,9
5442,Bill Gates,Obama,9
5443,Mark Zuckerberg,Obama,9
5444,George Soros,Obama,9
5445,Obama,Saudi Prince Alaweed bin Talal,9
5446,Jack Ma,Obama,9
5447,Obama,Putin,11
5448,Bashar al-Assad,Obama,11
5449,Narendra Modi,Xi Jinping,1
5450,Vladimir Putin,Xi Jinping,1
5451,John Barrasso,Xi Jinping,1
5452,Barrasso,Xi Jinping,1
5453,Jim Inhofe,Xi Jinping,1
5454,Bill Gates,Xi Jinping,1
5455,Mark Zuckerberg,Xi Jinping,1
5456,George Soros,Xi Jinping,1
5457,Saudi Prince Alaweed bin Talal,Xi Jinping,1
5458,Jack Ma,Xi Jinping,1
5459,Putin,Xi Jinping,1
5460,Bashar al-Assad,Xi Jinping,1
5461,Narendra Modi,Vladimir Putin,1
5462,John Barrasso,Narendra Modi,1
5463,Barrasso,Narendra Modi,1
5464,Jim Inhofe,Narendra Modi,1
5465,Bill Gates,Narendra Modi,1
5466,Mark Zuckerberg,Narendra Modi,1
5467,George Soros,Narendra Modi,1
5468,Narendra Modi,Saudi Prince Alaweed bin Talal,1
5469,Jack Ma,Narendra Modi,1
5470,Narendra Modi,Putin,1
5471,Bashar al-Assad,Narendra Modi,1
5472,John Barrasso,Vladimir Putin,1
5473,Barrasso,Vladimir Putin,1
5474,Jim Inhofe,Vladimir Putin,1
5475,Bill Gates,Vladimir Putin,1
5476,Mark Zuckerberg,Vladimir Putin,1
5477,George Soros,Vladimir Putin,1
5478,Saudi Prince Alaweed bin Talal,Vladimir Putin,1
5479,Jack Ma,Vladimir Putin,1
5480,Putin,Vladimir Putin,2
5481,Bashar al-Assad,Vladimir Putin,1
5482,Barrasso,John Barrasso,1
5483,Jim Inhofe,John Barrasso,1
5484,Bill Gates,John Barrasso,1
5485,John Barrasso,Mark Zuckerberg,1
5486,George Soros,John Barrasso,1
5487,John Barrasso,Saudi Prince Alaweed bin Talal,1
5488,Jack Ma,John Barrasso,1
5489,John Barrasso,Putin,1
5490,Bashar al-Assad,John Barrasso,1
5491,Barrasso,Jim Inhofe,1
5492,Barrasso,Bill Gates,1
5493,Barrasso,Mark Zuckerberg,1
5494,Barrasso,George Soros,1
5495,Barrasso,Saudi Prince Alaweed bin Talal,1
5496,Barrasso,Jack Ma,1
5497,Barrasso,Putin,1
5498,Barrasso,Bashar al-Assad,1
5499,Bill Gates,Jim Inhofe,1
5500,Jim Inhofe,Mark Zuckerberg,1
5501,George Soros,Jim Inhofe,1
5502,Jim Inhofe,Saudi Prince Alaweed bin Talal,1
5503,Jack Ma,Jim Inhofe,1
5504,Jim Inhofe,Putin,1
5505,Bashar al-Assad,Jim Inhofe,1
5506,Bill Gates,Mark Zuckerberg,1
5507,Bill Gates,George Soros,1
5508,Bill Gates,Saudi Prince Alaweed bin Talal,1
5509,Bill Gates,Jack Ma,1
5510,Bill Gates,Putin,1
5511,Bashar al-Assad,Bill Gates,1
5512,George Soros,Mark Zuckerberg,1
5513,Mark Zuckerberg,Saudi Prince Alaweed bin Talal,1
5514,Jack Ma,Mark Zuckerberg,1
5515,Mark Zuckerberg,Putin,1
5516,Bashar al-Assad,Mark Zuckerberg,1
5517,George Soros,Saudi Prince Alaweed bin Talal,1
5518,George Soros,Jack Ma,1
5519,George Soros,Putin,1
5520,Bashar al-Assad,George Soros,1
5521,Jack Ma,Saudi Prince Alaweed bin Talal,1
5522,Putin,Saudi Prince Alaweed bin Talal,1
5523,Bashar al-Assad,Saudi Prince Alaweed bin Talal,1
5524,Jack Ma,Putin,1
5525,Bashar al-Assad,Jack Ma,1
5526,Bashar al-Assad,Putin,1
5527,Jim O'Sullivan,Paul Ashworth,1
5528,Janet Yellen,Jim O'Sullivan,1
5529,Janet Yellen,Paul Ashworth,1
5530,Chris Christie,Ted Cruz,8
5531,Dean Debnam,Ted Cruz,2
5532,Mitt Romney,Ted Cruz,3
5533,Chris Christie,Cruz,23
5534,Cruz,Dean Debnam,3
5535,Cruz,Mitt Romney,3
5536,Rand Paul,Scott Walker,1
5537,Ben Carson,Scott Walker,2
5538,Carson,Scott Walker,2
5539,Chris Christie,Scott Walker,1
5540,Rick Perry,Scott Walker,1
5541,Rubio,Scott Walker,1
5542,Dean Debnam,Scott Walker,1
5543,Mitt Romney,Scott Walker,1
5544,Ben Carson,Jeb Bush,13
5545,Chris Christie,Jeb Bush,10
5546,Jeb Bush,Rubio,38
5547,Dean Debnam,Jeb Bush,2
5548,Jeb Bush,Mitt Romney,3
5549,Carson,Rand Paul,2
5550,Chris Christie,Rand Paul,1
5551,Rand Paul,Rubio,1
5552,Dean Debnam,Rand Paul,1
5553,Mitt Romney,Rand Paul,1
5554,Ben Carson,Marco Rubio,6
5555,Ben Carson,Chris Christie,4
5556,Ben Carson,Rubio,11
5557,Ben Carson,Dean Debnam,2
5558,Ben Carson,Ben Carson,7
5559,Ben Carson,Mitt Romney,3
5560,Carson,Mike Huckabee,2
5561,Carson,Marco Rubio,2
5562,Carson,Chris Christie,2
5563,Carson,Rick Perry,2
5564,Carson,Rubio,2
5565,Carson,Dean Debnam,2
5566,Carson,Mitt Romney,2
5567,Marco Rubio,Mike Huckabee,1
5568,Chris Christie,Mike Huckabee,1
5569,Mike Huckabee,Rubio,1
5570,Dean Debnam,Mike Huckabee,1
5571,Mike Huckabee,Mitt Romney,1
5572,Chris Christie,Marco Rubio,7
5573,Dean Debnam,Marco Rubio,1
5574,Marco Rubio,Mitt Romney,3
5575,Chris Christie,Rick Perry,1
5576,Chris Christie,Rubio,19
5577,Chris Christie,Dean Debnam,1
5578,Rick Perry,Rubio,1
5579,Dean Debnam,Rick Perry,1
5580,Mitt Romney,Rick Perry,1
5581,Dean Debnam,Rubio,1
5582,Mitt Romney,Rubio,1
5583,Dean Debnam,Mitt Romney,1
5584,Donald Trump,Ken Gross,1
5585,Donald Trump,Lindsay Walters,1
5586,Donald Trump,Richard E. Berg-Andersson,1
5587,Donald Trump,Michael Toner,1
5588,Donald Trump,Matt Moore,1
5589,Donald Trump,Tom Lundstrum,1
5590,Ken Gross,Ted Cruz,1
5591,Lindsay Walters,Ted Cruz,1
5592,Ronald Reagan,Ted Cruz,1
5593,Gerald Ford,Ted Cruz,1
5594,Richard E. Berg-Andersson,Ted Cruz,1
5595,Michael Toner,Ted Cruz,1
5596,Matt Moore,Ted Cruz,1
5597,Ted Cruz,Tom Lundstrum,1
5598,John Kasich,Ken Gross,1
5599,Barry Bennett,John Kasich,1
5600,Bennett,John Kasich,1
5601,John Kasich,Lindsay Walters,1
5602,John Kasich,Ronald Reagan,1
5603,Gerald Ford,John Kasich,1
5604,John Kasich,Richard E. Berg-Andersson,1
5605,John Kasich,Michael Toner,1
5606,John Kasich,Matt Moore,1
5607,John Kasich,Tom Lundstrum,1
5608,Ken Gross,Trump,1
5609,Barry Bennett,Ken Gross,1
5610,Bennett,Ken Gross,1
5611,Ken Gross,Lindsay Walters,1
5612,Ken Gross,Ronald Reagan,1
5613,Gerald Ford,Ken Gross,1
5614,Ken Gross,Richard E. Berg-Andersson,1
5615,Ken Gross,Michael Toner,1
5616,Ken Gross,Matt Moore,1
5617,Ken Gross,Tom Lundstrum,1
5618,Cruz,Ken Gross,1
5619,Lindsay Walters,Trump,1
5620,Richard E. Berg-Andersson,Trump,1
5621,Michael Toner,Trump,1
5622,Matt Moore,Trump,1
5623,Tom Lundstrum,Trump,1
5624,Barry Bennett,Lindsay Walters,1
5625,Barry Bennett,Ronald Reagan,1
5626,Barry Bennett,Gerald Ford,1
5627,Barry Bennett,Richard E. Berg-Andersson,1
5628,Barry Bennett,Michael Toner,1
5629,Barry Bennett,Matt Moore,1
5630,Barry Bennett,Tom Lundstrum,1
5631,Bennett,Lindsay Walters,1
5632,Bennett,Ronald Reagan,1
5633,Bennett,Gerald Ford,1
5634,Bennett,Richard E. Berg-Andersson,1
5635,Bennett,Michael Toner,1
5636,Bennett,Matt Moore,1
5637,Bennett,Tom Lundstrum,1
5638,Lindsay Walters,Ronald Reagan,1
5639,Gerald Ford,Lindsay Walters,1
5640,Lindsay Walters,Richard E. Berg-Andersson,1
5641,Lindsay Walters,Michael Toner,1
5642,Lindsay Walters,Matt Moore,1
5643,Lindsay Walters,Tom Lundstrum,1
5644,Cruz,Lindsay Walters,1
5645,Richard E. Berg-Andersson,Ronald Reagan,1
5646,Michael Toner,Ronald Reagan,1
5647,Matt Moore,Ronald Reagan,1
5648,Ronald Reagan,Tom Lundstrum,1
5649,Cruz,Ronald Reagan,1
5650,Gerald Ford,Richard E. Berg-Andersson,1
5651,Gerald Ford,Michael Toner,1
5652,Gerald Ford,Matt Moore,1
5653,Gerald Ford,Tom Lundstrum,1
5654,Cruz,Gerald Ford,1
5655,Michael Toner,Richard E. Berg-Andersson,1
5656,Matt Moore,Richard E. Berg-Andersson,1
5657,Richard E. Berg-Andersson,Tom Lundstrum,1
5658,Cruz,Richard E. Berg-Andersson,1
5659,Matt Moore,Michael Toner,1
5660,Michael Toner,Tom Lundstrum,1
5661,Cruz,Michael Toner,1
5662,Matt Moore,Tom Lundstrum,1
5663,Cruz,Matt Moore,1
5664,Cruz,Tom Lundstrum,1
5665,James Comey,Josh Earnest,1
5666,Hillary Clinton,Josh Earnest,1
5667,Clinton,Josh Earnest,1
5668,Comey,Josh Earnest,1
5669,Behar,Jim Bob,1
5670,Behar,Michelle Duggar,1
5671,Behar,Josh,1
5672,Behar,Nicolle Wallace,1
5673,Behar,Kelly,10
5674,Behar,Shep Smith,1
5675,Behar,Chris Wallace,1
5676,Behar,Marco Rubio,1
5677,Behar,Roger Ailes,1
5678,Behar,Kara Brown,1
5679,Behar,Bill,1
5680,Behar,Erick Erickson,1
5681,Behar,Lou Dobbs,1
5682,Behar,Mike Gallagher,1
5683,Behar,Karl Rove,1
5684,Behar,Mitt Romney,1
5685,Behar,Michael Brown,1
5686,Behar,Walter Scott,1
5687,Behar,Eric Garner,1
5688,Behar,Mark Fuhrman,1
5689,Behar,Duggar,1
5690,Behar,Howard Kurtz,1
5691,Behar,Josh Duggar’s,1
5692,Jim Bob,Michelle Duggar,1
5693,Jim Bob,Josh,1
5694,Jim Bob,Nicolle Wallace,1
5695,Jim Bob,Kelly,10
5696,Jim Bob,Shep Smith,1
5697,Chris Wallace,Jim Bob,1
5698,Jim Bob,Marco Rubio,1
5699,Jim Bob,Roger Ailes,1
5700,Jim Bob,Kara Brown,1
5701,Bill,Jim Bob,1
5702,Erick Erickson,Jim Bob,1
5703,Jim Bob,Lou Dobbs,1
5704,Jim Bob,Mike Gallagher,1
5705,Jim Bob,Karl Rove,1
5706,Jim Bob,Mitt Romney,1
5707,Jim Bob,Michael Brown,1
5708,Jim Bob,Walter Scott,1
5709,Eric Garner,Jim Bob,1
5710,Jim Bob,Mark Fuhrman,1
5711,Duggar,Jim Bob,1
5712,Howard Kurtz,Jim Bob,1
5713,Jim Bob,Josh Duggar’s,1
5714,Josh,Michelle Duggar,1
5715,Michelle Duggar,Nicolle Wallace,1
5716,Kelly,Michelle Duggar,10
5717,Michelle Duggar,Shep Smith,1
5718,Chris Wallace,Michelle Duggar,1
5719,Marco Rubio,Michelle Duggar,1
5720,Michelle Duggar,Roger Ailes,1
5721,Kara Brown,Michelle Duggar,1
5722,Bill,Michelle Duggar,1
5723,Erick Erickson,Michelle Duggar,1
5724,Lou Dobbs,Michelle Duggar,1
5725,Michelle Duggar,Mike Gallagher,1
5726,Karl Rove,Michelle Duggar,1
5727,Michelle Duggar,Mitt Romney,1
5728,Michael Brown,Michelle Duggar,1
5729,Michelle Duggar,Walter Scott,1
5730,Eric Garner,Michelle Duggar,1
5731,Mark Fuhrman,Michelle Duggar,1
5732,Duggar,Michelle Duggar,1
5733,Howard Kurtz,Michelle Duggar,1
5734,Josh Duggar’s,Michelle Duggar,1
5735,Josh,Nicolle Wallace,1
5736,Josh,Kelly,10
5737,Josh,Shep Smith,1
5738,Chris Wallace,Josh,1
5739,Josh,Marco Rubio,1
5740,Josh,Roger Ailes,1
5741,Josh,Kara Brown,1
5742,Bill,Josh,1
5743,Erick Erickson,Josh,1
5744,Josh,Lou Dobbs,1
5745,Josh,Mike Gallagher,1
5746,Josh,Karl Rove,1
5747,Josh,Mitt Romney,1
5748,Josh,Michael Brown,1
5749,Josh,Walter Scott,1
5750,Eric Garner,Josh,1
5751,Josh,Mark Fuhrman,1
5752,Duggar,Josh,1
5753,Howard Kurtz,Josh,1
5754,Josh,Josh Duggar’s,1
5755,Kelly,Nicolle Wallace,10
5756,Nicolle Wallace,Shep Smith,1
5757,Chris Wallace,Nicolle Wallace,1
5758,Marco Rubio,Nicolle Wallace,1
5759,Nicolle Wallace,Roger Ailes,1
5760,Kara Brown,Nicolle Wallace,1
5761,Bill,Nicolle Wallace,1
5762,Erick Erickson,Nicolle Wallace,1
5763,Lou Dobbs,Nicolle Wallace,1
5764,Mike Gallagher,Nicolle Wallace,1
5765,Karl Rove,Nicolle Wallace,1
5766,Mitt Romney,Nicolle Wallace,1
5767,Michael Brown,Nicolle Wallace,1
5768,Nicolle Wallace,Walter Scott,1
5769,Eric Garner,Nicolle Wallace,1
5770,Mark Fuhrman,Nicolle Wallace,1
5771,Duggar,Nicolle Wallace,1
5772,Howard Kurtz,Nicolle Wallace,1
5773,Josh Duggar’s,Nicolle Wallace,1
5774,Kelly,Kelly,45
5775,Kelly,Shep Smith,10
5776,Chris Wallace,Kelly,10
5777,Kelly,Marco Rubio,10
5778,Kelly,Roger Ailes,10
5779,Kara Brown,Kelly,10
5780,Bill,Kelly,10
5781,Erick Erickson,Kelly,10
5782,Kelly,Lou Dobbs,10
5783,Kelly,Mike Gallagher,10
5784,Karl Rove,Kelly,10
5785,Kelly,Mitt Romney,10
5786,Kelly,Michael Brown,10
5787,Kelly,Walter Scott,10
5788,Eric Garner,Kelly,10
5789,Kelly,Mark Fuhrman,10
5790,Duggar,Kelly,10
5791,Howard Kurtz,Kelly,10
5792,Josh Duggar’s,Kelly,10
5793,Chris Wallace,Shep Smith,1
5794,Marco Rubio,Shep Smith,1
5795,Roger Ailes,Shep Smith,1
5796,Kara Brown,Shep Smith,1
5797,Bill,Shep Smith,1
5798,Erick Erickson,Shep Smith,1
5799,Lou Dobbs,Shep Smith,1
5800,Mike Gallagher,Shep Smith,1
5801,Karl Rove,Shep Smith,1
5802,Mitt Romney,Shep Smith,1
5803,Michael Brown,Shep Smith,1
5804,Shep Smith,Walter Scott,1
5805,Eric Garner,Shep Smith,1
5806,Mark Fuhrman,Shep Smith,1
5807,Duggar,Shep Smith,1
5808,Howard Kurtz,Shep Smith,1
5809,Josh Duggar’s,Shep Smith,1
5810,Chris Wallace,Roger Ailes,1
5811,Chris Wallace,Kara Brown,1
5812,Bill,Chris Wallace,1
5813,Chris Wallace,Erick Erickson,1
5814,Chris Wallace,Lou Dobbs,1
5815,Chris Wallace,Mike Gallagher,1
5816,Chris Wallace,Karl Rove,1
5817,Chris Wallace,Mitt Romney,1
5818,Chris Wallace,Michael Brown,1
5819,Chris Wallace,Walter Scott,1
5820,Chris Wallace,Eric Garner,1
5821,Chris Wallace,Mark Fuhrman,1
5822,Chris Wallace,Duggar,1
5823,Chris Wallace,Howard Kurtz,1
5824,Chris Wallace,Josh Duggar’s,1
5825,Marco Rubio,Roger Ailes,1
5826,Kara Brown,Marco Rubio,1
5827,Bill,Marco Rubio,1
5828,Erick Erickson,Marco Rubio,1
5829,Lou Dobbs,Marco Rubio,1
5830,Marco Rubio,Mike Gallagher,1
5831,Karl Rove,Marco Rubio,1
5832,Marco Rubio,Michael Brown,1
5833,Marco Rubio,Walter Scott,1
5834,Eric Garner,Marco Rubio,1
5835,Marco Rubio,Mark Fuhrman,1
5836,Duggar,Marco Rubio,1
5837,Howard Kurtz,Marco Rubio,1
5838,Josh Duggar’s,Marco Rubio,1
5839,Kara Brown,Roger Ailes,1
5840,Bill,Roger Ailes,1
5841,Erick Erickson,Roger Ailes,1
5842,Lou Dobbs,Roger Ailes,1
5843,Mike Gallagher,Roger Ailes,1
5844,Karl Rove,Roger Ailes,1
5845,Mitt Romney,Roger Ailes,1
5846,Michael Brown,Roger Ailes,1
5847,Roger Ailes,Walter Scott,1
5848,Eric Garner,Roger Ailes,1
5849,Mark Fuhrman,Roger Ailes,1
5850,Duggar,Roger Ailes,1
5851,Howard Kurtz,Roger Ailes,1
5852,Josh Duggar’s,Roger Ailes,1
5853,Bill,Kara Brown,1
5854,Erick Erickson,Kara Brown,1
5855,Kara Brown,Lou Dobbs,1
5856,Kara Brown,Mike Gallagher,1
5857,Kara Brown,Karl Rove,1
5858,Kara Brown,Mitt Romney,1
5859,Kara Brown,Michael Brown,1
5860,Kara Brown,Walter Scott,1
5861,Eric Garner,Kara Brown,1
5862,Kara Brown,Mark Fuhrman,1
5863,Duggar,Kara Brown,1
5864,Howard Kurtz,Kara Brown,1
5865,Josh Duggar’s,Kara Brown,1
5866,Bill,Erick Erickson,1
5867,Bill,Lou Dobbs,1
5868,Bill,Mike Gallagher,1
5869,Bill,Karl Rove,1
5870,Bill,Mitt Romney,1
5871,Bill,Michael Brown,1
5872,Bill,Walter Scott,1
5873,Bill,Eric Garner,1
5874,Bill,Mark Fuhrman,1
5875,Bill,Duggar,1
5876,Bill,Howard Kurtz,1
5877,Bill,Josh Duggar’s,1
5878,Erick Erickson,Lou Dobbs,1
5879,Erick Erickson,Mike Gallagher,1
5880,Erick Erickson,Karl Rove,1
5881,Erick Erickson,Mitt Romney,1
5882,Erick Erickson,Michael Brown,1
5883,Erick Erickson,Walter Scott,1
5884,Eric Garner,Erick Erickson,1
5885,Erick Erickson,Mark Fuhrman,1
5886,Duggar,Erick Erickson,1
