,nodeA,nodeB,weight
4484,Emily Eisenman,Migom,3
4485,Migom,Raghavendran Ganesan,3
4486,Carolyn Moore,Migom,3
4487,Justin Shults',Migom,3
4488,Levi Sutton,Migom,3
4489,Esmael Fazal,Migom,3
4490,Jonathan Selemani,Migom,3
4491,Migom,Selemani,3
4492,Gigi,Migom,3
4493,Cyombo,Migom,6
4494,Bastin,Migom,3
4495,Migom,Mohamed Allaf,3
4496,Lafquiri,Migom,3
4497,Migom,Panasewicz,3
4498,Anabelle Schatten,Migom,3
4499,Johanna Atlegrim's,Migom,3
4500,Emily Eisenman,Raghavendran Ganesan,1
4501,Carolyn Moore,Emily Eisenman,1
4502,Emily Eisenman,Justin Shults',1
4503,Emily Eisenman,Levi Sutton,1
4504,Emily Eisenman,Esmael Fazal,1
4505,Emily Eisenman,Jonathan Selemani,1
4506,Emily Eisenman,Selemani,1
4507,Emily Eisenman,Gigi,1
4508,Cyombo,Emily Eisenman,2
4509,Bastin,Emily Eisenman,1
4510,Emily Eisenman,Mohamed Allaf,1
4511,Emily Eisenman,Lafquiri,1
4512,Emily Eisenman,Panasewicz,1
4513,Anabelle Schatten,Emily Eisenman,1
4514,Emily Eisenman,Johanna Atlegrim's,1
4515,Carolyn Moore,Raghavendran Ganesan,1
4516,Justin Shults',Raghavendran Ganesan,1
4517,Levi Sutton,Raghavendran Ganesan,1
4518,Esmael Fazal,Raghavendran Ganesan,1
4519,Jonathan Selemani,Raghavendran Ganesan,1
4520,Raghavendran Ganesan,Selemani,1
4521,Gigi,Raghavendran Ganesan,1
4522,Cyombo,Raghavendran Ganesan,2
4523,Bastin,Raghavendran Ganesan,1
4524,Mohamed Allaf,Raghavendran Ganesan,1
4525,Lafquiri,Raghavendran Ganesan,1
4526,Panasewicz,Raghavendran Ganesan,1
4527,Anabelle Schatten,Raghavendran Ganesan,1
4528,Johanna Atlegrim's,Raghavendran Ganesan,1
4529,Carolyn Moore,Justin Shults',1
4530,Carolyn Moore,Levi Sutton,1
4531,Carolyn Moore,Esmael Fazal,1
4532,Carolyn Moore,Jonathan Selemani,1
4533,Carolyn Moore,Selemani,1
4534,Carolyn Moore,Gigi,1
4535,Carolyn Moore,Cyombo,2
4536,Bastin,Carolyn Moore,1
4537,Carolyn Moore,Mohamed Allaf,1
4538,Carolyn Moore,Lafquiri,1
4539,Carolyn Moore,Panasewicz,1
4540,Anabelle Schatten,Carolyn Moore,1
4541,Carolyn Moore,Johanna Atlegrim's,1
4542,Justin Shults',Levi Sutton,1
4543,Esmael Fazal,Justin Shults',1
4544,Jonathan Selemani,Justin Shults',1
4545,Justin Shults',Selemani,1
4546,Gigi,Justin Shults',1
4547,Cyombo,Justin Shults',2
4548,Bastin,Justin Shults',1
4549,Justin Shults',Mohamed Allaf,1
4550,Justin Shults',Lafquiri,1
4551,Justin Shults',Panasewicz,1
4552,Anabelle Schatten,Justin Shults',1
4553,Johanna Atlegrim's,Justin Shults',1
4554,Esmael Fazal,Levi Sutton,1
4555,Jonathan Selemani,Levi Sutton,1
4556,Levi Sutton,Selemani,1
4557,Gigi,Levi Sutton,1
4558,Cyombo,Levi Sutton,2
4559,Bastin,Levi Sutton,1
4560,Levi Sutton,Mohamed Allaf,1
4561,Lafquiri,Levi Sutton,1
4562,Levi Sutton,Panasewicz,1
4563,Anabelle Schatten,Levi Sutton,1
4564,Johanna Atlegrim's,Levi Sutton,1
4565,Esmael Fazal,Jonathan Selemani,1
4566,Esmael Fazal,Selemani,1
4567,Esmael Fazal,Gigi,1
4568,Cyombo,Esmael Fazal,2
4569,Bastin,Esmael Fazal,1
4570,Esmael Fazal,Mohamed Allaf,1
4571,Esmael Fazal,Lafquiri,1
4572,Esmael Fazal,Panasewicz,1
4573,Anabelle Schatten,Esmael Fazal,1
4574,Esmael Fazal,Johanna Atlegrim's,1
4575,Jonathan Selemani,Selemani,1
4576,Gigi,Jonathan Selemani,1
4577,Cyombo,Jonathan Selemani,2
4578,Bastin,Jonathan Selemani,1
4579,Jonathan Selemani,Mohamed Allaf,1
4580,Jonathan Selemani,Lafquiri,1
4581,Jonathan Selemani,Panasewicz,1
4582,Anabelle Schatten,Jonathan Selemani,1
4583,Johanna Atlegrim's,Jonathan Selemani,1
4584,Gigi,Selemani,1
4585,Cyombo,Selemani,2
4586,Bastin,Selemani,1
4587,Mohamed Allaf,Selemani,1
4588,Lafquiri,Selemani,1
4589,Panasewicz,Selemani,1
4590,Anabelle Schatten,Selemani,1
4591,Johanna Atlegrim's,Selemani,1
4592,Cyombo,Gigi,2
4593,Bastin,Gigi,1
4594,Gigi,Mohamed Allaf,1
4595,Gigi,Lafquiri,1
4596,Gigi,Panasewicz,1
4597,Anabelle Schatten,Gigi,1
4598,Gigi,Johanna Atlegrim's,1
4599,Cyombo,Cyombo,1
4600,Bastin,Cyombo,2
4601,Cyombo,Mohamed Allaf,2
4602,Cyombo,Lafquiri,2
4603,Cyombo,Panasewicz,2
4604,Anabelle Schatten,Cyombo,2
4605,Cyombo,Johanna Atlegrim's,2
4606,Bastin,Mohamed Allaf,1
4607,Bastin,Lafquiri,1
4608,Bastin,Panasewicz,1
4609,Anabelle Schatten,Bastin,1
4610,Bastin,Johanna Atlegrim's,1
4611,Lafquiri,Mohamed Allaf,1
4612,Mohamed Allaf,Panasewicz,1
4613,Anabelle Schatten,Mohamed Allaf,1
4614,Johanna Atlegrim's,Mohamed Allaf,1
4615,Lafquiri,Panasewicz,1
4616,Anabelle Schatten,Lafquiri,1
4617,Johanna Atlegrim's,Lafquiri,1
4618,Anabelle Schatten,Panasewicz,1
4619,Johanna Atlegrim's,Panasewicz,1
4620,Anabelle Schatten,Johanna Atlegrim's,1
4621,Chuck Hagel,Ted Cruz,2
4622,Barbara Boxer,Ted Cruz,2
4623,Joseph McCarthy,Ted Cruz,6
4624,Jane Mayer,Ted Cruz,2
4625,McCarthy,Ted Cruz,2
4626,David Brooks,Ted Cruz,2
4627,McCain,Ted Cruz,2
4628,Brooks,Ted Cruz,2
4629,Michele Bachmann,Ted Cruz,2
4630,Dave Weigel,Ted Cruz,2
4631,David Rockefeller,Ted Cruz,2
4632,Joe McCarthy,Ted Cruz,2
4633,Goldwater,Ted Cruz,2
4634,Richard Nixon,Ted Cruz,2
4635,Princeton,Ted Cruz,2
4636,Carson,Ted Cruz,20
4637,Chuck Hagel,Cruz,19
4638,Barbara Boxer,Cruz,19
4639,Cruz,Joseph McCarthy,57
4640,Cruz,Jane Mayer,19
4641,Cruz,McCarthy,19
4642,Cruz,David Brooks,19
4643,Cruz,McCain,19
4644,Brooks,Cruz,19
4645,Cruz,Michele Bachmann,19
4646,Cruz,Dave Weigel,19
4647,Cruz,David Rockefeller,19
4648,Cruz,Joe McCarthy,19
4649,Cruz,Donald Trump’s,19
4650,Cruz,Jeb Bush,66
4651,Cruz,Goldwater,19
4652,Cruz,Richard Nixon,19
4653,Cruz,Nixon,76
4654,Cruz,Princeton,19
4655,Carson,Cruz,39
4656,Chuck Hagel,John McCain,1
4657,Barbara Boxer,Chuck Hagel,1
4658,Chuck Hagel,Joseph McCarthy,3
4659,Chuck Hagel,Jane Mayer,1
4660,Chuck Hagel,McCarthy,1
4661,Chuck Hagel,David Brooks,1
4662,Chuck Hagel,McCain,1
4663,Brooks,Chuck Hagel,1
4664,Chuck Hagel,Michele Bachmann,1
4665,Chuck Hagel,Dave Weigel,1
4666,Chuck Hagel,David Rockefeller,1
4667,Chuck Hagel,Joe McCarthy,1
4668,Chuck Hagel,Trump,4
4669,Chuck Hagel,Donald Trump’s,1
4670,Chuck Hagel,Jeb Bush,1
4671,Chuck Hagel,Goldwater,1
4672,Chuck Hagel,Richard Nixon,1
4673,Chuck Hagel,Nixon,4
4674,Chuck Hagel,Princeton,1
4675,Carson,Chuck Hagel,1
4676,Chuck Hagel,Donald Trump,1
4677,Barbara Boxer,John McCain,1
4678,John McCain,Joseph McCarthy,3
4679,Jane Mayer,John McCain,1
4680,John McCain,McCarthy,1
4681,David Brooks,John McCain,1
4682,Brooks,John McCain,1
4683,John McCain,Michele Bachmann,1
4684,Dave Weigel,John McCain,1
4685,David Rockefeller,John McCain,1
4686,Joe McCarthy,John McCain,1
4687,Donald Trump’s,John McCain,1
4688,Jeb Bush,John McCain,2
4689,Goldwater,John McCain,1
4690,John McCain,Richard Nixon,2
4691,John McCain,Nixon,4
4692,John McCain,Princeton,1
4693,Carson,John McCain,1
4694,Barbara Boxer,Joseph McCarthy,3
4695,Barbara Boxer,Jane Mayer,1
4696,Barbara Boxer,McCarthy,1
4697,Barbara Boxer,David Brooks,1
4698,Barbara Boxer,McCain,1
4699,Barbara Boxer,Brooks,1
4700,Barbara Boxer,Michele Bachmann,1
4701,Barbara Boxer,Dave Weigel,1
4702,Barbara Boxer,David Rockefeller,1
4703,Barbara Boxer,Joe McCarthy,1
4704,Barbara Boxer,Trump,4
4705,Barbara Boxer,Donald Trump’s,1
4706,Barbara Boxer,Jeb Bush,1
4707,Barbara Boxer,Goldwater,1
4708,Barbara Boxer,Richard Nixon,1
4709,Barbara Boxer,Nixon,4
4710,Barbara Boxer,Princeton,1
4711,Barbara Boxer,Carson,1
4712,Jane Mayer,Joseph McCarthy,3
4713,Joseph McCarthy,McCarthy,3
4714,David Brooks,Joseph McCarthy,3
4715,Joseph McCarthy,McCain,3
4716,Brooks,Joseph McCarthy,3
4717,Joseph McCarthy,Michele Bachmann,3
4718,Joseph McCarthy,Joseph McCarthy,3
4719,Dave Weigel,Joseph McCarthy,3
4720,David Rockefeller,Joseph McCarthy,3
4721,Joe McCarthy,Joseph McCarthy,3
4722,Joseph McCarthy,Trump,12
4723,Donald Trump’s,Joseph McCarthy,3
4724,Jeb Bush,Joseph McCarthy,3
4725,Goldwater,Joseph McCarthy,3
4726,Joseph McCarthy,Richard Nixon,3
4727,Joseph McCarthy,Nixon,12
4728,Joseph McCarthy,Princeton,3
4729,Carson,Joseph McCarthy,3
4730,Donald Trump,Joseph McCarthy,3
4731,Jane Mayer,McCarthy,1
4732,David Brooks,Jane Mayer,1
4733,Jane Mayer,McCain,1
4734,Brooks,Jane Mayer,1
4735,Jane Mayer,Michele Bachmann,1
4736,Dave Weigel,Jane Mayer,1
4737,David Rockefeller,Jane Mayer,1
4738,Jane Mayer,Joe McCarthy,1
4739,Jane Mayer,Trump,4
4740,Donald Trump’s,Jane Mayer,1
4741,Jane Mayer,Jeb Bush,1
4742,Goldwater,Jane Mayer,1
4743,Jane Mayer,Richard Nixon,1
4744,Jane Mayer,Nixon,4
4745,Jane Mayer,Princeton,1
4746,Carson,Jane Mayer,1
4747,Donald Trump,Jane Mayer,1
4748,David Brooks,McCarthy,1
4749,McCain,McCarthy,1
4750,Brooks,McCarthy,1
4751,McCarthy,Michele Bachmann,1
4752,Dave Weigel,McCarthy,1
4753,David Rockefeller,McCarthy,1
4754,Joe McCarthy,McCarthy,1
4755,McCarthy,Trump,4
4756,Donald Trump’s,McCarthy,1
4757,Jeb Bush,McCarthy,1
4758,Goldwater,McCarthy,1
4759,McCarthy,Richard Nixon,1
4760,McCarthy,Nixon,4
4761,McCarthy,Princeton,1
4762,Carson,McCarthy,1
4763,Donald Trump,McCarthy,1
4764,David Brooks,McCain,1
4765,Brooks,David Brooks,1
4766,David Brooks,Michele Bachmann,1
4767,Dave Weigel,David Brooks,1
4768,David Brooks,David Rockefeller,1
4769,David Brooks,Joe McCarthy,1
4770,David Brooks,Trump,5
4771,David Brooks,Donald Trump’s,1
4772,David Brooks,Jeb Bush,1
4773,David Brooks,Goldwater,1
4774,David Brooks,Richard Nixon,1
4775,David Brooks,Nixon,4
4776,David Brooks,Princeton,1
4777,Carson,David Brooks,1
4778,David Brooks,Donald Trump,2
4779,Brooks,McCain,1
4780,McCain,Michele Bachmann,1
4781,Dave Weigel,McCain,1
4782,David Rockefeller,McCain,1
4783,Joe McCarthy,McCain,1
4784,McCain,Trump,4
4785,Donald Trump’s,McCain,1
4786,Jeb Bush,McCain,1
4787,Goldwater,McCain,1
4788,McCain,Richard Nixon,1
4789,McCain,Nixon,4
4790,McCain,Princeton,1
4791,Carson,McCain,1
4792,Donald Trump,McCain,1
4793,Brooks,Michele Bachmann,1
4794,Brooks,Dave Weigel,1
4795,Brooks,David Rockefeller,1
4796,Brooks,Joe McCarthy,1
4797,Brooks,Trump,4
4798,Brooks,Donald Trump’s,1
4799,Brooks,Jeb Bush,1
4800,Brooks,Goldwater,1
4801,Brooks,Richard Nixon,1
4802,Brooks,Nixon,4
4803,Brooks,Princeton,1
4804,Brooks,Carson,1
4805,Brooks,Donald Trump,1
4806,Dave Weigel,Michele Bachmann,1
4807,David Rockefeller,Michele Bachmann,1
4808,Joe McCarthy,Michele Bachmann,1
4809,Michele Bachmann,Trump,4
4810,Donald Trump’s,Michele Bachmann,1
4811,Jeb Bush,Michele Bachmann,1
4812,Goldwater,Michele Bachmann,1
4813,Michele Bachmann,Richard Nixon,1
4814,Michele Bachmann,Nixon,4
4815,Michele Bachmann,Princeton,1
4816,Carson,Michele Bachmann,1
4817,Donald Trump,Michele Bachmann,1
4818,Dave Weigel,David Rockefeller,1
4819,Dave Weigel,Joe McCarthy,1
4820,Dave Weigel,Trump,4
4821,Dave Weigel,Donald Trump’s,1
4822,Dave Weigel,Jeb Bush,1
4823,Dave Weigel,Goldwater,1
4824,Dave Weigel,Richard Nixon,1
4825,Dave Weigel,Nixon,4
4826,Dave Weigel,Princeton,1
4827,Carson,Dave Weigel,1
4828,Dave Weigel,Donald Trump,1
4829,David Rockefeller,Joe McCarthy,1
4830,David Rockefeller,Trump,4
4831,David Rockefeller,Donald Trump’s,1
4832,David Rockefeller,Jeb Bush,1
4833,David Rockefeller,Goldwater,1
4834,David Rockefeller,Richard Nixon,1
4835,David Rockefeller,Nixon,4
4836,David Rockefeller,Princeton,1
4837,Carson,David Rockefeller,1
4838,David Rockefeller,Donald Trump,1
4839,Joe McCarthy,Trump,4
4840,Donald Trump’s,Joe McCarthy,1
4841,Jeb Bush,Joe McCarthy,1
4842,Goldwater,Joe McCarthy,1
4843,Joe McCarthy,Richard Nixon,1
4844,Joe McCarthy,Nixon,4
4845,Joe McCarthy,Princeton,1
4846,Carson,Joe McCarthy,1
4847,Donald Trump,Joe McCarthy,1
4848,Goldwater,Trump,4
4849,Richard Nixon,Trump,19
4850,Princeton,Trump,4
4851,Donald Trump’s,Goldwater,1
4852,Donald Trump’s,Richard Nixon,1
4853,Donald Trump’s,Princeton,1
4854,Carson,Donald Trump’s,1
4855,Goldwater,Jeb Bush,1
4856,Jeb Bush,Richard Nixon,2
4857,Jeb Bush,Princeton,1
4858,Carson,Jeb Bush,10
4859,Goldwater,Richard Nixon,1
4860,Goldwater,Nixon,4
4861,Goldwater,Princeton,1
4862,Carson,Goldwater,1
4863,Donald Trump,Goldwater,1
4864,Nixon,Richard Nixon,4
4865,Princeton,Richard Nixon,1
4866,Carson,Richard Nixon,1
4867,Donald Trump,Richard Nixon,4
4868,Nixon,Nixon,6
4869,Nixon,Princeton,4
4870,Carson,Nixon,4
4871,Carson,Princeton,1
4872,Donald Trump,Princeton,1
4873,Ben Carson,John Gibson Show,1
4874,Ben Carson,Donald Trumps,1
4875,Donald Trump,John Gibson Show,1
4876,Donald Trump,Donald Trumps,1
4877,Carson,Carson,47
4878,Carson,John Gibson Show,9
4879,Carson,Donald Trumps,9
4880,John Gibson Show,Trump,3
4881,Donald Trumps,Trump,3
4882,John Gibson Show,Ted Cruz,1
4883,Donald Trumps,Ted Cruz,1
4884,Cruz,John Gibson Show,1
4885,Cruz,Donald Trumps,1
4886,Donald Trumps,John Gibson Show,1
4887,Act,Hillary Clinton,2
4888,Act,Donald Trump,1
4889,Act,Clinton,5
4890,Act,Steve Jobs,1
4891,Act,Sergey Brin,1
4892,Act,Trump,1
4893,Hillary Clinton,Steve Jobs,2
4894,Hillary Clinton,Sergey Brin,2
4895,Donald Trump,Steve Jobs,1
4896,Donald Trump,Sergey Brin,1
4897,Clinton,Steve Jobs,5
4898,Clinton,Sergey Brin,5
4899,Sergey Brin,Steve Jobs,1
4900,Steve Jobs,Trump,1
4901,Sergey Brin,Trump,1
4902,Obama,Shinzo Abe,9
4903,Mori,Obama,18
4904,Barry Frechette,Obama,9
4905,Abe,Obama,9
4906,Matt Steckling,Obama,9
4907,John Kerry,Obama,9
4908,Kinue Tokudome,Obama,9
4909,Mori,Shinzo Abe,2
4910,Barry Frechette,Shinzo Abe,1
4911,Abe,Shinzo Abe,1
4912,Matt Steckling,Shinzo Abe,1
4913,John Kerry,Shinzo Abe,1
4914,Kinue Tokudome,Shinzo Abe,1
4915,Barry Frechette,Mori,2
4916,Mori,Mori,1
4917,Abe,Mori,2
4918,Matt Steckling,Mori,2
4919,John Kerry,Mori,2
4920,Kinue Tokudome,Mori,2
4921,Abe,Barry Frechette,1
4922,Barry Frechette,Matt Steckling,1
4923,Barry Frechette,John Kerry,1
4924,Barry Frechette,Kinue Tokudome,1
4925,Abe,Matt Steckling,1
4926,Abe,John Kerry,1
4927,Abe,Kinue Tokudome,1
4928,John Kerry,Matt Steckling,1
4929,Kinue Tokudome,Matt Steckling,1
4930,John Kerry,Kinue Tokudome,1
4931,Barack Obama,Ferguson,1
4932,Barack Obama,Michael Goodwin's,1
4933,Barack Obama,Michael Goodwin,1
4934,Ferguson,Michael Goodwin's,1
4935,Ferguson,Michael Goodwin,1
4936,Michael Goodwin,Michael Goodwin's,1
4937,Breitbart,Pamela Geller,1
4938,Donald Trump’s,Pamela Geller,1
4939,Pamela Geller,Paul D. Ryan,1
4940,George W. Bush,Pamela Geller,1
4941,Bush,Pamela Geller,1
4942,Pamela Geller,Trump,1
4943,Jeb Bush,Pamela Geller,1
4944,Pamela Geller,Ted Cruz,1
4945,Biden,Pamela Geller,1
4946,Ground Zero,Pamela Geller,1
4947,Newt Gingrich,Pamela Geller,1
4948,Obama,Pamela Geller,1
4949,John Cornyn,Pamela Geller,1
4950,John Feehery,Pamela Geller,1
4951,E.J. Dionne’s,Pamela Geller,1
4952,Pamela Geller,Twitter,1
4953,Breitbart,Paul D. Ryan,1
4954,Breitbart,George W. Bush,1
4955,Biden,Breitbart,1
4956,Breitbart,Ground Zero,1
4957,Breitbart,Newt Gingrich,1
4958,Breitbart,John Cornyn,1
4959,Breitbart,John Feehery,1
4960,Breitbart,E.J. Dionne’s,1
4961,Breitbart,Twitter,1
4962,Donald Trump’s,Paul D. Ryan,1
4963,Donald Trump’s,George W. Bush,1
4964,Biden,Donald Trump’s,1
4965,Donald Trump’s,Ground Zero,1
4966,Donald Trump’s,Newt Gingrich,1
4967,Donald Trump’s,John Cornyn,1
4968,Donald Trump’s,John Feehery,1
4969,Donald Trump’s,E.J. Dionne’s,1
4970,Donald Trump’s,Twitter,1
4971,George W. Bush,Paul D. Ryan,1
4972,Bush,Paul D. Ryan,1
4973,Paul D. Ryan,Trump,1
4974,Jeb Bush,Paul D. Ryan,1
4975,Paul D. Ryan,Ted Cruz,1
4976,Biden,Paul D. Ryan,1
4977,Ground Zero,Paul D. Ryan,1
4978,Newt Gingrich,Paul D. Ryan,1
4979,Obama,Paul D. Ryan,1
4980,John Cornyn,Paul D. Ryan,1
4981,John Feehery,Paul D. Ryan,1
4982,E.J. Dionne’s,Paul D. Ryan,1
4983,Paul D. Ryan,Twitter,1
4984,Bush,George W. Bush,76
4985,George W. Bush,Jeb Bush,21
4986,George W. Bush,Ted Cruz,16
4987,Biden,George W. Bush,1
4988,George W. Bush,Ground Zero,1
4989,George W. Bush,Newt Gingrich,1
4990,George W. Bush,John Feehery,1
4991,E.J. Dionne’s,George W. Bush,1
4992,George W. Bush,Twitter,1
4993,Biden,Bush,1
4994,Bush,Ground Zero,1
4995,Bush,Newt Gingrich,3
4996,Bush,John Cornyn,1
4997,Bush,John Feehery,1
4998,Bush,E.J. Dionne’s,1
4999,Bush,Twitter,1
5000,Biden,Trump,1
5001,Ground Zero,Trump,1
5002,Newt Gingrich,Trump,1
5003,John Cornyn,Trump,1
5004,John Feehery,Trump,1
5005,E.J. Dionne’s,Trump,1
5006,Trump,Twitter,1
5007,Biden,Jeb Bush,1
5008,Ground Zero,Jeb Bush,1
5009,Jeb Bush,Newt Gingrich,1
5010,Jeb Bush,John Cornyn,1
5011,Jeb Bush,John Feehery,1
5012,E.J. Dionne’s,Jeb Bush,1
5013,Jeb Bush,Twitter,1
5014,Biden,Ted Cruz,1
5015,Ground Zero,Ted Cruz,1
5016,Newt Gingrich,Ted Cruz,1
5017,John Cornyn,Ted Cruz,1
5018,John Feehery,Ted Cruz,1
5019,E.J. Dionne’s,Ted Cruz,1
5020,Ted Cruz,Twitter,1
5021,Biden,Ground Zero,1
5022,Biden,Newt Gingrich,1
5023,Biden,Obama,1
5024,Biden,John Cornyn,1
5025,Biden,John Feehery,1
5026,Biden,E.J. Dionne’s,1
5027,Biden,Twitter,1
5028,Ground Zero,Newt Gingrich,1
5029,Ground Zero,Obama,1
5030,Ground Zero,John Cornyn,1
5031,Ground Zero,John Feehery,1
5032,E.J. Dionne’s,Ground Zero,1
5033,Ground Zero,Twitter,1
5034,Newt Gingrich,Obama,3
5035,John Cornyn,Newt Gingrich,1
5036,John Feehery,Newt Gingrich,1
5037,E.J. Dionne’s,Newt Gingrich,1
5038,Newt Gingrich,Twitter,1
5039,John Cornyn,Obama,13
5040,John Feehery,Obama,1
5041,E.J. Dionne’s,Obama,1
5042,Obama,Twitter,1
5043,John Cornyn,John Feehery,1
5044,E.J. Dionne’s,John Cornyn,1
5045,John Cornyn,Twitter,1
5046,E.J. Dionne’s,John Feehery,1
5047,John Feehery,Twitter,1
5048,E.J. Dionne’s,Twitter,1
5049,Charlie Hebdo,Eric Van,2
5050,Charlie Hebdo,Sypt,4
5051,Across Europe,Charlie Hebdo,2
5052,Charles Michel,Charlie Hebdo,2
5053,Charlie Hebdo,L'Avenir,2
5054,Charlie Hebdo,France24,2
5055,Charlie Hebdo,Hal-Vilvoorde,2
5056,Amedy Coulibaly,Charlie Hebdo,2
5057,Charlie Hebdo,Cherif,2
5058,Charlie Hebdo,Said Kouachi,2
5059,Charlie Hebdo,Hayat Boumeddiene,2
5060,Charlie Hebdo,Charlie Hebdo,1
5061,Charlie Hebdo,Muhammad,2
5062,Arnaud Coustilliere,Charlie Hebdo,2
5063,Charlie Hebdo,Kouachi,2
5064,Eric Van,Sypt,2
5065,Across Europe,Eric Van,1
5066,Charles Michel,Eric Van,1
5067,Eric Van,L'Avenir,1
5068,Eric Van,France24,1
5069,Eric Van,Hal-Vilvoorde,1
5070,Amedy Coulibaly,Eric Van,1
5071,Cherif,Eric Van,1
5072,Eric Van,Said Kouachi,1
5073,Eric Van,Hayat Boumeddiene,1
5074,Eric Van,Muhammad,1
5075,Arnaud Coustilliere,Eric Van,1
5076,Eric Van,Kouachi,1
5077,Across Europe,Sypt,2
5078,Charles Michel,Sypt,2
5079,L'Avenir,Sypt,2
5080,France24,Sypt,2
5081,Hal-Vilvoorde,Sypt,2
5082,Amedy Coulibaly,Sypt,2
5083,Sypt,Sypt,1
5084,Cherif,Sypt,2
5085,Said Kouachi,Sypt,2
5086,Hayat Boumeddiene,Sypt,2
5087,Muhammad,Sypt,2
5088,Arnaud Coustilliere,Sypt,2
5089,Kouachi,Sypt,2
5090,Across Europe,Charles Michel,1
5091,Across Europe,L'Avenir,1
5092,Across Europe,France24,1
5093,Across Europe,Hal-Vilvoorde,1
5094,Across Europe,Amedy Coulibaly,1
5095,Across Europe,Cherif,1
5096,Across Europe,Said Kouachi,1
5097,Across Europe,Hayat Boumeddiene,1
5098,Across Europe,Muhammad,1
5099,Across Europe,Arnaud Coustilliere,1
5100,Across Europe,Kouachi,1
5101,Charles Michel,L'Avenir,1
5102,Charles Michel,France24,1
5103,Charles Michel,Hal-Vilvoorde,1
5104,Amedy Coulibaly,Charles Michel,1
5105,Charles Michel,Cherif,1
5106,Charles Michel,Said Kouachi,1
5107,Charles Michel,Hayat Boumeddiene,1
5108,Charles Michel,Muhammad,1
5109,Arnaud Coustilliere,Charles Michel,1
5110,Charles Michel,Kouachi,1
5111,France24,L'Avenir,1
5112,Hal-Vilvoorde,L'Avenir,1
5113,Amedy Coulibaly,L'Avenir,1
5114,Cherif,L'Avenir,1
5115,L'Avenir,Said Kouachi,1
5116,Hayat Boumeddiene,L'Avenir,1
5117,L'Avenir,Muhammad,1
5118,Arnaud Coustilliere,L'Avenir,1
5119,Kouachi,L'Avenir,1
5120,France24,Hal-Vilvoorde,1
5121,Amedy Coulibaly,France24,1
5122,Cherif,France24,1
5123,France24,Said Kouachi,1
5124,France24,Hayat Boumeddiene,1
5125,France24,Muhammad,1
5126,Arnaud Coustilliere,France24,1
5127,France24,Kouachi,1
5128,Amedy Coulibaly,Hal-Vilvoorde,1
5129,Cherif,Hal-Vilvoorde,1
5130,Hal-Vilvoorde,Said Kouachi,1
5131,Hal-Vilvoorde,Hayat Boumeddiene,1
5132,Hal-Vilvoorde,Muhammad,1
5133,Arnaud Coustilliere,Hal-Vilvoorde,1
5134,Hal-Vilvoorde,Kouachi,1
5135,Amedy Coulibaly,Cherif,1
5136,Amedy Coulibaly,Said Kouachi,1
5137,Amedy Coulibaly,Hayat Boumeddiene,1
5138,Amedy Coulibaly,Muhammad,1
5139,Amedy Coulibaly,Arnaud Coustilliere,1
5140,Amedy Coulibaly,Kouachi,1
5141,Cherif,Said Kouachi,1
5142,Cherif,Hayat Boumeddiene,1
5143,Cherif,Muhammad,1
5144,Arnaud Coustilliere,Cherif,1
5145,Cherif,Kouachi,1
5146,Hayat Boumeddiene,Said Kouachi,1
5147,Muhammad,Said Kouachi,1
5148,Arnaud Coustilliere,Said Kouachi,1
5149,Kouachi,Said Kouachi,1
5150,Hayat Boumeddiene,Muhammad,1
5151,Arnaud Coustilliere,Hayat Boumeddiene,1
5152,Hayat Boumeddiene,Kouachi,1
5153,Arnaud Coustilliere,Muhammad,1
5154,Kouachi,Muhammad,1
5155,Arnaud Coustilliere,Kouachi,1
5156,Hillary Clinton,Matt Yglesias,1
5157,Obama,Uhuru Kenyatta,22
5158,Obama,al-Shabab,11
5159,Kenyatta,Obama,44
5160,Ginette Hemley,Obama,11
5161,Obama,Obama ,11
5162,Julie Gichuru,Obama,11
5163,Barack Hussein Obama,Obama,22
5164,Jahiel Oliver,Obama,11
5165,Obama,Oliver,11
5166,Uhuru Kenyatta,al-Shabab,2
5167,Kenyatta,Uhuru Kenyatta,8
5168,Ginette Hemley,Uhuru Kenyatta,2
5169,Obama ,Uhuru Kenyatta,2
5170,Julie Gichuru,Uhuru Kenyatta,2
5171,Barack Hussein Obama,Uhuru Kenyatta,4
5172,Uhuru Kenyatta,Uhuru Kenyatta,1
5173,Jahiel Oliver,Uhuru Kenyatta,2
5174,Oliver,Uhuru Kenyatta,2
5175,Kenyatta,al-Shabab,4
5176,Ginette Hemley,al-Shabab,1
5177,Obama ,al-Shabab,1
5178,Julie Gichuru,al-Shabab,1
5179,Barack Hussein Obama,al-Shabab,2
5180,Jahiel Oliver,al-Shabab,1
5181,Oliver,al-Shabab,1
5182,Kenyatta,Kenyatta,6
5183,Ginette Hemley,Kenyatta,4
5184,Kenyatta,Obama ,4
5185,Julie Gichuru,Kenyatta,4
5186,Barack Hussein Obama,Kenyatta,8
5187,Jahiel Oliver,Kenyatta,4
5188,Kenyatta,Oliver,4
5189,Ginette Hemley,Obama ,1
5190,Ginette Hemley,Julie Gichuru,1
5191,Barack Hussein Obama,Ginette Hemley,2
5192,Ginette Hemley,Jahiel Oliver,1
5193,Ginette Hemley,Oliver,1
5194,Julie Gichuru,Obama ,1
5195,Barack Hussein Obama,Obama ,2
5196,Jahiel Oliver,Obama ,1
